url,path,city,region,service,keyword,status_before_expansion,classification,reason,source
https://seo.bdmnl.nl/webshop-laten-maken-roosendaal/,/webshop-laten-maken-roosendaal/,Roosendaal,Noord-Brabant,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-roosendaal/,/hosting-roosendaal/,Roosendaal,Noord-Brabant,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-roosendaal/,/branding-design-roosendaal/,Roosendaal,Noord-Brabant,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/website-laten-maken-amsterdam/,/website-laten-maken-amsterdam/,Amsterdam,Noord-Holland,Website laten maken,Website laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/webshop-laten-maken-amsterdam/,/webshop-laten-maken-amsterdam/,Amsterdam,Noord-Holland,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/online-marketing/online-marketing-amsterdam/,/online-marketing/online-marketing-amsterdam/,Amsterdam,Noord-Holland,Online marketing,Online marketing,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/social-media-beheer-amsterdam/,/social-media-beheer-amsterdam/,Amsterdam,Noord-Holland,Social media,Social media beheer,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-amsterdam/,/hosting-amsterdam/,Amsterdam,Noord-Holland,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-amsterdam/,/branding-design-amsterdam/,Amsterdam,Noord-Holland,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/website-laten-maken-haarlem/,/website-laten-maken-haarlem/,Haarlem,Noord-Holland,Website laten maken,Website laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/webshop-laten-maken-haarlem/,/webshop-laten-maken-haarlem/,Haarlem,Noord-Holland,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/online-marketing/online-marketing-haarlem/,/online-marketing/online-marketing-haarlem/,Haarlem,Noord-Holland,Online marketing,Online marketing,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/social-media-beheer-haarlem/,/social-media-beheer-haarlem/,Haarlem,Noord-Holland,Social media,Social media beheer,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-haarlem/,/hosting-haarlem/,Haarlem,Noord-Holland,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-haarlem/,/branding-design-haarlem/,Haarlem,Noord-Holland,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/website-laten-maken-alkmaar/,/website-laten-maken-alkmaar/,Alkmaar,Noord-Holland,Website laten maken,Website laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/webshop-laten-maken-alkmaar/,/webshop-laten-maken-alkmaar/,Alkmaar,Noord-Holland,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/online-marketing/online-marketing-alkmaar/,/online-marketing/online-marketing-alkmaar/,Alkmaar,Noord-Holland,Online marketing,Online marketing,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/social-media-beheer-alkmaar/,/social-media-beheer-alkmaar/,Alkmaar,Noord-Holland,Social media,Social media beheer,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-alkmaar/,/hosting-alkmaar/,Alkmaar,Noord-Holland,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-alkmaar/,/branding-design-alkmaar/,Alkmaar,Noord-Holland,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/website-laten-maken-hilversum/,/website-laten-maken-hilversum/,Hilversum,Noord-Holland,Website laten maken,Website laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/webshop-laten-maken-hilversum/,/webshop-laten-maken-hilversum/,Hilversum,Noord-Holland,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/online-marketing/online-marketing-hilversum/,/online-marketing/online-marketing-hilversum/,Hilversum,Noord-Holland,Online marketing,Online marketing,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/social-media-beheer-hilversum/,/social-media-beheer-hilversum/,Hilversum,Noord-Holland,Social media,Social media beheer,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-hilversum/,/hosting-hilversum/,Hilversum,Noord-Holland,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-hilversum/,/branding-design-hilversum/,Hilversum,Noord-Holland,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/website-laten-maken-hoofddorp/,/website-laten-maken-hoofddorp/,Hoofddorp,Noord-Holland,Website laten maken,Website laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/webshop-laten-maken-hoofddorp/,/webshop-laten-maken-hoofddorp/,Hoofddorp,Noord-Holland,Webshop laten maken,Webshop laten maken,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/online-marketing/online-marketing-hoofddorp/,/online-marketing/online-marketing-hoofddorp/,Hoofddorp,Noord-Holland,Online marketing,Online marketing,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/social-media-beheer-hoofddorp/,/social-media-beheer-hoofddorp/,Hoofddorp,Noord-Holland,Social media,Social media beheer,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/hosting-hoofddorp/,/hosting-hoofddorp/,Hoofddorp,Noord-Holland,Hosting,Hosting,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/branding-design-hoofddorp/,/branding-design-hoofddorp/,Hoofddorp,Noord-Holland,Branding en design,Branding en design,missing-before-expansion,missing,Priority service/city URL was not in the previous live recovery set and is generated in this expansion.,controlled-regional-batch
https://seo.bdmnl.nl/over-bdmnl/,/over-bdmnl/,,,core,Over BDMNL,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/bulldog-media/,/bulldog-media/,,,core,Bulldog Media,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/van-bulldog-media-naar-bdmnl/,/van-bulldog-media-naar-bdmnl/,,,core,Rebrand,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/gratis-seo-scan/,/gratis-seo-scan/,,,core,Gratis SEO scan,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/kennisbank/webdesign/,/kennisbank/webdesign/,,,knowledge,Kennisbank,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/homepage/,/homepage/,,,core,BDMNL,existing-live,weak,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/content-marketing/,/blog/content-marketing/,,,article,Blog,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/wordpress-waarom-is-dat-zo-populair/,/blog/wordpress-waarom-is-dat-zo-populair/,,,article,Blog,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/professionele-website-hosting-betrouwbaar-en-snel/,/blog/professionele-website-hosting-betrouwbaar-en-snel/,,,article,Blog,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/hoe-vaak-moet-je-je-website-updaten/,/blog/hoe-vaak-moet-je-je-website-updaten/,,,article,Blog,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/hoe-kun-je-een-eigen-blog-beginnen/,/blog/hoe-kun-je-een-eigen-blog-beginnen/,,,article,Blog,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/waarom-bulldog-media-bdmnl-werd/,/blog/waarom-bulldog-media-bdmnl-werd/,,,article,Brand story,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/evolutie-bulldog-media-naar-bdmnl/,/blog/evolutie-bulldog-media-naar-bdmnl/,,,article,Evolutie,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/hoe-bdmnl-is-gebouwd/,/blog/hoe-bdmnl-is-gebouwd/,,,article,BDMNL,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/blog/toekomstvisie-bdmnl/,/blog/toekomstvisie-bdmnl/,,,article,Visie,existing-live,strong,Supporting recovery content; useful internally but not a primary local commercial landing page.,historical-content-recovery
https://seo.bdmnl.nl/contact/,/contact/,,,support,contact,existing-live,weak,"Required support page with basic content, not a commercial SEO landing page.",support-page
https://seo.bdmnl.nl/privacyverklaring/,/privacyverklaring/,,,support,privacyverklaring,existing-live,weak,"Required support page with basic content, not a commercial SEO landing page.",support-page
https://seo.bdmnl.nl/cookiebeleid/,/cookiebeleid/,,,support,cookiebeleid,existing-live,weak,"Required support page with basic content, not a commercial SEO landing page.",support-page
https://seo.bdmnl.nl/algemene-voorwaarden/,/algemene-voorwaarden/,,,support,algemene-voorwaarden,existing-live,weak,"Required support page with basic content, not a commercial SEO landing page.",support-page
